ROUTE: OLVUK Y26 MARNI
DEP: VTBS
DEST: VTCC
ACTYPE: B738
FL: F350.0
ATD: 2026-06-15 20:53:00
SURVEILLANCE: 5s

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1781556780,2026-06-15T20:53:00Z,FLT,13.665175,100.729244,8,250,193
1781556785,2026-06-15T20:53:05Z,FLT,13.656234,100.727130,176,251,193
1781556790,2026-06-15T20:53:10Z,FLT,13.647293,100.725016,343,251,193
1781556795,2026-06-15T20:53:15Z,FLT,13.638352,100.722901,511,252,193
1781556800,2026-06-15T20:53:20Z,FLT,13.629411,100.720787,677,252,193
1781556805,2026-06-15T20:53:25Z,FLT,13.620470,100.718673,843,253,193
1781556810,2026-06-15T20:53:30Z,FLT,13.611529,100.716560,1010,254,193
1781556815,2026-06-15T20:53:35Z,FLT,13.602588,100.714446,1178,254,193
1781556820,2026-06-15T20:53:40Z,FLT,13.593647,100.712333,1347,255,193
1781556825,2026-06-15T20:53:45Z,FLT,13.584706,100.710219,1516,255,193
1781556830,2026-06-15T20:53:50Z,FLT,13.575765,100.708106,1686,256,193
1781556835,2026-06-15T20:53:55Z,FLT,13.566824,100.705993,1857,257,193
1781556840,2026-06-15T20:54:00Z,FLT,13.557882,100.703880,2029,257,193
1781556845,2026-06-15T20:54:05Z,FLT,13.548941,100.701768,2210,258,193
1781556850,2026-06-15T20:54:10Z,FLT,13.540000,100.699655,2390,259,193
1781556855,2026-06-15T20:54:15Z,FLT,13.531059,100.697543,2571,259,193
1781556860,2026-06-15T20:54:20Z,FLT,13.524785,100.693772,2751,260,284
1781556865,2026-06-15T20:54:25Z,FLT,13.527057,100.684684,2932,261,284
1781556870,2026-06-15T20:54:30Z,FLT,13.529328,100.675597,3127,261,284
1781556875,2026-06-15T20:54:35Z,FLT,13.531599,100.666510,3330,262,284
1781556880,2026-06-15T20:54:40Z,FLT,13.533870,100.657422,3533,263,284
1781556885,2026-06-15T20:54:45Z,FLT,13.536141,100.648334,3736,264,284
1781556890,2026-06-15T20:54:50Z,FLT,13.538411,100.639246,3939,264,284
1781556895,2026-06-15T20:54:55Z,FLT,13.540681,100.630158,4154,265,284
1781556900,2026-06-15T20:55:00Z,FLT,13.542950,100.621070,4374,266,284
1781556905,2026-06-15T20:55:05Z,FLT,13.545219,100.611981,4594,267,284
1781556910,2026-06-15T20:55:10Z,FLT,13.547488,100.602893,4814,268,284
1781556915,2026-06-15T20:55:15Z,FLT,13.549757,100.593804,5034,268,284
1781556920,2026-06-15T20:55:20Z,FLT,13.552025,100.584715,5254,269,284
1781556925,2026-06-15T20:55:25Z,FLT,13.554293,100.575626,5474,270,284
1781556930,2026-06-15T20:55:30Z,FLT,13.560459,100.571803,5694,271,1
1781556935,2026-06-15T20:55:35Z,FLT,13.569633,100.572044,5914,272,1
1781556940,2026-06-15T20:55:40Z,FLT,13.578807,100.572285,6135,273,1
1781556945,2026-06-15T20:55:45Z,FLT,13.587981,100.572526,6356,274,1
1781556950,2026-06-15T20:55:50Z,FLT,13.597155,100.572768,6576,275,1
1781556955,2026-06-15T20:55:55Z,FLT,13.606329,100.573009,6797,276,1
1781556960,2026-06-15T20:56:00Z,FLT,13.615502,100.573250,7018,276,1
1781556965,2026-06-15T20:56:05Z,FLT,13.624676,100.573491,7238,277,1
1781556970,2026-06-15T20:56:10Z,FLT,13.633850,100.573733,7459,278,1
1781556975,2026-06-15T20:56:15Z,FLT,13.643024,100.573974,7680,279,1
1781556980,2026-06-15T20:56:20Z,FLT,13.652198,100.574215,7900,280,1
1781556985,2026-06-15T20:56:25Z,FLT,13.661372,100.574457,8114,281,1
1781556990,2026-06-15T20:56:30Z,FLT,13.670546,100.574699,8322,282,1
1781556995,2026-06-15T20:56:35Z,FLT,13.679720,100.574943,8531,282,1
1781557000,2026-06-15T20:56:40Z,FLT,13.688893,100.575186,8739,283,1
1781557005,2026-06-15T20:56:45Z,FLT,13.698067,100.575429,8947,284,1
1781557010,2026-06-15T20:56:50Z,FLT,13.707241,100.575672,9155,285,1
1781557015,2026-06-15T20:56:55Z,FLT,13.716415,100.575915,9364,286,1
1781557020,2026-06-15T20:57:00Z,FLT,13.725589,100.576159,9572,287,1
1781557025,2026-06-15T20:57:05Z,FLT,13.734762,100.576402,9780,288,1
1781557030,2026-06-15T20:57:10Z,FLT,13.743936,100.576645,9988,289,1
1781557035,2026-06-15T20:57:15Z,FLT,13.753110,100.576888,10183,335,1
1781557040,2026-06-15T20:57:20Z,FLT,13.762284,100.577132,10378,336,1
1781557045,2026-06-15T20:57:25Z,FLT,13.771458,100.577375,10572,337,1
1781557050,2026-06-15T20:57:30Z,FLT,13.780328,100.576464,10766,338,328
1781557055,2026-06-15T20:57:35Z,FLT,13.788149,100.571551,10960,339,328
1781557060,2026-06-15T20:57:40Z,FLT,13.795969,100.566638,11154,340,328
1781557065,2026-06-15T20:57:45Z,FLT,13.803789,100.561724,11348,341,328
1781557070,2026-06-15T20:57:50Z,FLT,13.811608,100.556810,11542,342,328
1781557075,2026-06-15T20:57:55Z,FLT,13.819428,100.551895,11736,343,328
1781557080,2026-06-15T20:58:00Z,FLT,13.827248,100.546981,11930,344,328
1781557085,2026-06-15T20:58:05Z,FLT,13.835067,100.542065,12116,344,328
1781557090,2026-06-15T20:58:10Z,FLT,13.842887,100.537150,12297,345,328
1781557095,2026-06-15T20:58:15Z,FLT,13.850706,100.532234,12478,346,328
1781557100,2026-06-15T20:58:20Z,FLT,13.858526,100.527318,12659,347,328
1781557105,2026-06-15T20:58:25Z,FLT,13.866345,100.522402,12840,348,328
1781557110,2026-06-15T20:58:30Z,FLT,13.874164,100.517485,13021,349,328
1781557115,2026-06-15T20:58:35Z,FLT,13.881983,100.512568,13202,350,328
1781557120,2026-06-15T20:58:40Z,FLT,13.889802,100.507651,13383,351,328
1781557125,2026-06-15T20:58:45Z,FLT,13.897620,100.502733,13564,352,328
1781557130,2026-06-15T20:58:50Z,FLT,13.905439,100.497815,13745,353,328
1781557135,2026-06-15T20:58:55Z,FLT,13.913257,100.492896,13926,354,328
1781557140,2026-06-15T20:59:00Z,FLT,13.921076,100.487978,14099,355,328
1781557145,2026-06-15T20:59:05Z,FLT,13.928894,100.483059,14266,356,328
1781557150,2026-06-15T20:59:10Z,FLT,13.936712,100.478139,14433,356,328
1781557155,2026-06-15T20:59:15Z,FLT,13.944820,100.473873,14601,357,343
1781557160,2026-06-15T20:59:20Z,FLT,13.953586,100.471095,14768,358,343
1781557165,2026-06-15T20:59:25Z,FLT,13.962353,100.468317,14935,359,343
1781557170,2026-06-15T20:59:30Z,FLT,13.971119,100.465538,15103,360,343
1781557175,2026-06-15T20:59:35Z,FLT,13.979885,100.462760,15270,361,343
1781557180,2026-06-15T20:59:40Z,FLT,13.988652,100.459981,15437,362,343
