================================================================
FLIGHT 1 of 599  -  UAE393_VVTS_OMDB_2025-12-23 00:02
================================================================

ROUTE: VAPVU P629 NUGPA W42 BERLU N506 UGIPA M633 TANEK
DEP: VVTS
DEST: OMDB
ACTYPE: A359
FL: F320
ATD: 2025-12-23 00:02:05

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1766448125,2025-12-23T00:02:05Z,UAE393,12.783611,102.530278,32000,460,291
1766448249,2025-12-23T00:04:09Z,UAE393,12.879854,102.277296,32000,460,291
1766448374,2025-12-23T00:06:14Z,UAE393,12.975899,102.024130,32000,460,291
1766448498,2025-12-23T00:08:18Z,UAE393,13.104891,101.865904,32000,460,29
1766448622,2025-12-23T00:10:22Z,UAE393,13.284128,101.828092,32000,460,296
1766448747,2025-12-23T00:12:27Z,UAE393,13.401949,101.584436,32000,460,297
1766448871,2025-12-23T00:14:31Z,UAE393,13.522981,101.342292,32000,460,297
1766448995,2025-12-23T00:16:35Z,UAE393,13.643617,101.099770,32000,460,297
1766449120,2025-12-23T00:18:40Z,UAE393,13.756865,100.855359,32000,460,271
1766449244,2025-12-23T00:20:44Z,UAE393,13.782305,100.584799,32000,460,280
1766449368,2025-12-23T00:22:48Z,UAE393,13.827198,100.315990,32000,460,280
1766449493,2025-12-23T00:24:53Z,UAE393,13.872092,100.047181,32000,460,280
1766449617,2025-12-23T00:26:57Z,UAE393,13.916986,99.778372,32000,460,280
1766449741,2025-12-23T00:29:01Z,UAE393,13.961880,99.509562,32000,460,280
1766449866,2025-12-23T00:31:06Z,UAE393,14.006773,99.240753,32000,460,280
1766449990,2025-12-23T00:33:10Z,UAE393,14.051667,98.971944,32000,460,280


================================================================
FLIGHT 2 of 599  -  XAX290_UAAA_WMKK_2025-12-23 00:05
================================================================

ROUTE: TAVUN L759 PUT B579 DALAN
DEP: UAAA
DEST: WMKK
ACTYPE: A35K
FL: F350
ATD: 2025-12-23 00:05:10

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1766448310,2025-12-23T00:05:10Z,XAX290,10.000000,96.550000,35000,460,137
1766448457,2025-12-23T00:07:37Z,XAX290,9.770627,96.764690,35000,460,137
1766448603,2025-12-23T00:10:03Z,XAX290,9.541254,96.979379,35000,460,137
1766448750,2025-12-23T00:12:30Z,XAX290,9.311881,97.194069,35000,460,137
1766448896,2025-12-23T00:14:56Z,XAX290,9.082508,97.408758,35000,460,137
1766449043,2025-12-23T00:17:23Z,XAX290,8.853130,97.623440,35000,460,138
1766449190,2025-12-23T00:19:50Z,XAX290,8.622910,97.836747,35000,460,138
1766449336,2025-12-23T00:22:16Z,XAX290,8.392558,98.049825,35000,460,138
1766449483,2025-12-23T00:24:43Z,XAX290,8.162000,98.262553,35000,460,138
1766449629,2025-12-23T00:27:09Z,XAX290,7.922429,98.464577,35000,460,141
1766449776,2025-12-23T00:29:36Z,XAX290,7.680474,98.663742,35000,460,141
1766449923,2025-12-23T00:32:03Z,XAX290,7.438441,98.862653,35000,460,141
1766450069,2025-12-23T00:34:29Z,XAX290,7.196053,99.060879,35000,460,141
1766450216,2025-12-23T00:36:56Z,XAX290,6.953665,99.259105,35000,460,141
1766450362,2025-12-23T00:39:22Z,XAX290,6.711277,99.457330,35000,460,141
1766450509,2025-12-23T00:41:49Z,XAX290,6.468889,99.655556,35000,460,141


================================================================
FLIGHT 3 of 599  -  MMA821_VYYY_RKSI_2025-12-23 00:12
================================================================

ROUTE: BOMAS A581 BIGVO R202 NAN R215 TOMIP
DEP: VYYY
DEST: RKSI
ACTYPE: B77W
FL: F330
ATD: 2025-12-23 00:12:05

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1766448725,2025-12-23T00:12:05Z,MMA821,17.384722,98.096944,33000,460,81
1766448838,2025-12-23T00:13:58Z,MMA821,17.422114,98.346034,33000,460,81
1766448951,2025-12-23T00:15:51Z,MMA821,17.459507,98.595124,33000,460,81
1766449064,2025-12-23T00:17:44Z,MMA821,17.535107,98.832175,33000,460,65
1766449177,2025-12-23T00:19:37Z,MMA821,17.637739,99.060707,33000,460,65
1766449290,2025-12-23T00:21:30Z,MMA821,17.740371,99.289239,33000,460,65
1766449403,2025-12-23T00:23:23Z,MMA821,17.843003,99.517771,33000,460,65
1766449516,2025-12-23T00:25:16Z,MMA821,17.945635,99.746303,33000,460,65
1766449629,2025-12-23T00:27:09Z,MMA821,18.048266,99.974835,33000,460,65
1766449742,2025-12-23T00:29:02Z,MMA821,18.163829,100.193130,33000,460,41
