================================================================
FLIGHT 1 of 100  -  THA100_VTSP_VTBD_2025-12-23 00:00
================================================================

ROUTE: IGEVI Y5 EGUBO Y99 HOTEL DCT SABAI
DEP: VTSP
DEST: VTBD
ACTYPE: B738
FL: F330
ATD: 2025-12-23 00:00:00
DEP RWY: RW09
ARR RWY: RW03L
SID: IGEV1A
STAR: SABA1B

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1766448000,2025-12-23T00:00:00Z,THA100,8.112500,98.309167,22,280,9
1766448360,2025-12-23T00:06:00Z,THA100,8.532118,98.376259,11015,280,9
1766448720,2025-12-23T00:12:00Z,THA100,8.926479,98.528656,22007,280,24
1766449080,2025-12-23T00:18:00Z,THA100,9.315545,98.699558,33000,460,23
1766449440,2025-12-23T00:24:00Z,THA100,9.702417,98.875177,33000,460,26
1766449800,2025-12-23T00:30:00Z,THA100,10.084595,99.060974,33000,460,26
1766450160,2025-12-23T00:36:00Z,THA100,10.466773,99.246771,33000,460,26
1766450520,2025-12-23T00:42:00Z,THA100,10.823902,99.469329,33000,460,42
1766450880,2025-12-23T00:48:00Z,THA100,11.136626,99.757051,33000,460,42
1766451240,2025-12-23T00:54:00Z,THA100,11.444748,100.049696,33000,460,43
1766451600,2025-12-23T01:00:00Z,THA100,11.852427,100.141671,33000,460,9
1766451960,2025-12-23T01:06:00Z,THA100,12.271781,100.210392,33000,460,9
1766452320,2025-12-23T01:12:00Z,THA100,12.691136,100.279112,33000,460,9
1766452680,2025-12-23T01:18:00Z,THA100,13.111919,100.327783,22002,270,359
1766453040,2025-12-23T01:24:00Z,THA100,13.513453,100.464822,11005,270,19
1766453400,2025-12-23T01:30:00Z,THA100,13.914372,100.605692,7,270,0


================================================================
FLIGHT 2 of 100  -  AIQ101_VTSE_VTBS_2025-12-23 00:02
================================================================

ROUTE: CPN W34 MENEX G458 HOTEL DCT LEBIM
DEP: VTSE
DEST: VTBS
ACTYPE: A320
FL: F210
ATD: 2025-12-23 00:02:00
ARR RWY: RW19
STAR: LEBI1C

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1766448120,2025-12-23T00:02:00Z,AIQ101,10.711111,99.361667,22,280,90
1766448480,2025-12-23T00:08:00Z,AIQ101,10.873095,99.514589,7015,280,42
1766448840,2025-12-23T00:14:00Z,AIQ101,11.037940,99.666255,14007,280,42
1766449200,2025-12-23T00:20:00Z,AIQ101,11.221385,99.784843,21000,460,16
