================================================================
FLIGHT 1 of 24  -  THA100_VTCC_VTBS_2025-12-23 01:55
================================================================

ROUTE: PANTA Y7 BLAFF DCT NORTA
DEP: VTCC
DEST: VTBS
ACTYPE: B77W
FL: F360
ATD: 2025-12-23 01:55:14
SID: PANT2C
DEP RWY: RW36
ARR RWY: RW19
STAR: EAST1C
APPROACH: R19

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1766454914,2025-12-23T01:55:14Z,THA100,18.753039,98.962850,1007,254,0
1766454934,2025-12-23T01:55:34Z,THA100,18.777368,98.962911,1745,256,0
1766454954,2025-12-23T01:55:54Z,THA100,18.801934,98.962972,2370,258,0
1766454974,2025-12-23T01:56:14Z,THA100,18.826708,98.963033,2954,261,0
1766454994,2025-12-23T01:56:34Z,THA100,18.851682,98.963096,3502,263,0
1766455014,2025-12-23T01:56:54Z,THA100,18.876851,98.963158,4053,265,0
1766455034,2025-12-23T01:57:14Z,THA100,18.902235,98.963222,4682,267,0
1766455054,2025-12-23T01:57:34Z,THA100,18.927849,98.963285,5311,270,0
1766455074,2025-12-23T01:57:54Z,THA100,18.953655,98.963900,5940,272,13
1766455094,2025-12-23T01:58:14Z,THA100,18.969273,98.983469,6632,275,88
1766455114,2025-12-23T01:58:34Z,THA100,18.969250,99.011175,7331,278,90
1766455134,2025-12-23T01:58:54Z,THA100,18.969174,99.039166,8027,280,90
1766455154,2025-12-23T01:59:14Z,THA100,18.968977,99.067425,8663,283,97
1766455174,2025-12-23T01:59:34Z,THA100,18.951350,99.086249,9299,286,173
1766455194,2025-12-23T01:59:54Z,THA100,18.923959,99.086341,9935,288,180
1766455214,2025-12-23T02:00:14Z,THA100,18.896315,99.086252,10507,291,180
1766455234,2025-12-23T02:00:34Z,THA100,18.868439,99.086162,11000,293,180
1766455254,2025-12-23T02:00:54Z,THA100,18.840474,99.086072,11000,293,180
1766455274,2025-12-23T02:01:14Z,THA100,18.812510,99.085982,11000,293,180
1766455294,2025-12-23T02:01:34Z,THA100,18.784545,99.085892,11000,293,180
1766455314,2025-12-23T02:01:54Z,THA100,18.756580,99.085802,11000,293,180
1766455334,2025-12-23T02:02:14Z,THA100,18.728436,99.085711,11094,305,180
1766455354,2025-12-23T02:02:34Z,THA100,18.699239,99.085616,11546,307,180
1766455374,2025-12-23T02:02:54Z,THA100,18.668624,99.085517,12019,309,180
1766455394,2025-12-23T02:03:14Z,THA100,18.631520,99.085400,12593,391,180
1766455414,2025-12-23T02:03:34Z,THA100,18.594048,99.085282,13173,394,180
1766455434,2025-12-23T02:03:54Z,THA100,18.556208,99.085163,13758,398,180
1766455454,2025-12-23T02:04:14Z,THA100,18.518027,99.085699,14350,402,173
1766455474,2025-12-23T02:04:34Z,THA100,18.483981,99.103284,14946,406,141
1766455494,2025-12-23T02:04:54Z,THA100,18.453934,99.129222,15548,410,141
1766455514,2025-12-23T02:05:14Z,THA100,18.423604,99.155392,16156,414,141
1766455534,2025-12-23T02:05:34Z,THA100,18.393000,99.181785,16770,417,141
1766455554,2025-12-23T02:05:54Z,THA100,18.362124,99.208400,17388,421,141
1766455574,2025-12-23T02:06:14Z,THA100,18.330975,99.235238,18012,424,141
1766455594,2025-12-23T02:06:34Z,THA100,18.299555,99.262296,18641,428,141
1766455614,2025-12-23T02:06:54Z,THA100,18.267877,99.289563,19276,431,141
1766455634,2025-12-23T02:07:14Z,THA100,18.235923,99.317020,19916,435,143
1766455654,2025-12-23T02:07:34Z,THA100,18.197259,99.332665,20560,438,162
1766455674,2025-12-23T02:07:54Z,THA100,18.157256,99.346058,21210,442,162
1766455694,2025-12-23T02:08:14Z,THA100,18.116954,99.359546,21864,445,162
1766455714,2025-12-23T02:08:34Z,THA100,18.076351,99.373127,22524,448,162
1766455734,2025-12-23T02:08:54Z,THA100,18.035444,99.386804,23188,452,162
1766455754,2025-12-23T02:09:14Z,THA100,17.994242,99.400572,23858,455,162
1766455774,2025-12-23T02:09:34Z,THA100,17.952756,99.414429,24531,458,162
1766455794,2025-12-23T02:09:54Z,THA100,17.910984,99.428374,25210,461,162
1766455814,2025-12-23T02:10:14Z,THA100,17.868923,99.442408,25893,464,162
1766455834,2025-12-23T02:10:34Z,THA100,17.826572,99.456533,26580,467,162
1766455854,2025-12-23T02:10:54Z,THA100,17.783931,99.470747,27273,471,162
1766455874,2025-12-23T02:11:14Z,THA100,17.740997,99.485051,27970,474,162
1766455894,2025-12-23T02:11:34Z,THA100,17.697770,99.499445,28672,477,162
1766455914,2025-12-23T02:11:54Z,THA100,17.654143,99.513962,29380,495,162
