================================================================
FLIGHT 1 of 80  -  THA100_VTCC_VTBS_2025-12-23 01:54
================================================================

ROUTE: PANTA Y7 BLAFF DCT NORTA
DEP: VTCC
DEST: VTBS
ACTYPE: B77W
FL: F360
ATD: 2025-12-23 01:54:07
SID: PANT2C
DEP RWY: RW36
ARR RWY: RW19
STAR: EAST1C
APPROACH: R19

---

Timestamp,UTC,Callsign,Lat,Lon,Altitude,Speed,Direction
1766454847,2025-12-23T01:54:07Z,THA100,18.753039,98.962850,1007,254,0
1766454867,2025-12-23T01:54:27Z,THA100,18.777368,98.962911,1745,256,0
1766454887,2025-12-23T01:54:47Z,THA100,18.801934,98.962972,2370,258,0
1766454907,2025-12-23T01:55:07Z,THA100,18.826708,98.963033,2954,261,0
1766454927,2025-12-23T01:55:27Z,THA100,18.851682,98.963096,3502,263,0
1766454947,2025-12-23T01:55:47Z,THA100,18.876851,98.963158,4053,265,0
1766454967,2025-12-23T01:56:07Z,THA100,18.902235,98.963222,4682,267,0
1766454987,2025-12-23T01:56:27Z,THA100,18.927849,98.963285,5311,270,0
1766455007,2025-12-23T01:56:47Z,THA100,18.953655,98.963900,5940,272,13
1766455027,2025-12-23T01:57:07Z,THA100,18.969273,98.983469,6632,275,88
1766455047,2025-12-23T01:57:27Z,THA100,18.969250,99.011175,7331,278,90
1766455067,2025-12-23T01:57:47Z,THA100,18.969174,99.039166,8027,280,90
1766455087,2025-12-23T01:58:07Z,THA100,18.968977,99.067425,8663,283,97
1766455107,2025-12-23T01:58:27Z,THA100,18.951350,99.086249,9299,286,173
1766455127,2025-12-23T01:58:47Z,THA100,18.923959,99.086341,9935,288,180
1766455147,2025-12-23T01:59:07Z,THA100,18.896315,99.086252,10507,291,180
1766455167,2025-12-23T01:59:27Z,THA100,18.868439,99.086162,11000,293,180
1766455187,2025-12-23T01:59:47Z,THA100,18.840474,99.086072,11000,293,180
1766455207,2025-12-23T02:00:07Z,THA100,18.812510,99.085982,11000,293,180
1766455227,2025-12-23T02:00:27Z,THA100,18.784545,99.085892,11000,293,180
1766455247,2025-12-23T02:00:47Z,THA100,18.756580,99.085802,11000,293,180
1766455267,2025-12-23T02:01:07Z,THA100,18.728436,99.085711,11094,305,180
1766455287,2025-12-23T02:01:27Z,THA100,18.699239,99.085616,11546,307,180
1766455307,2025-12-23T02:01:47Z,THA100,18.668624,99.085517,12019,309,180
1766455327,2025-12-23T02:02:07Z,THA100,18.631520,99.085400,12593,391,180
1766455347,2025-12-23T02:02:27Z,THA100,18.594048,99.085282,13173,394,180
1766455367,2025-12-23T02:02:47Z,THA100,18.556208,99.085163,13758,398,180
1766455387,2025-12-23T02:03:07Z,THA100,18.518027,99.085699,14350,402,173
1766455407,2025-12-23T02:03:27Z,THA100,18.483981,99.103284,14946,406,141
1766455427,2025-12-23T02:03:47Z,THA100,18.453934,99.129222,15548,410,141
1766455447,2025-12-23T02:04:07Z,THA100,18.423604,99.155392,16156,414,141
